0
//=============================================================================================================================
// NPC Location or Traps in City
//=============================================================================================================================
// Range:       [0~N]          [0~30]    [1~255]        [1~255]        [-1/0~8]
// Monster      MapNumber      Range     PositionX      PositionY      Direction      Comment
//=============================================================================================================================
   232          16             0         10             9              1              // Archangel
end


4
//=============================================================================================================================
// Monster Events
//=============================================================================================================================
// Range:       [0~N]          [0~30]     [1~255]        [1~255]        [-1/0~8]       [1~1000]
// Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
//=============================================================================================================================
   125          16             30        13             28             5              // Chief Skeleton Warrior
   125          16             30        13             35             5              // Chief Skeleton Warrior
   125          16             30        14             34             5              // Chief Skeleton Warrior
   125          16             30        14             38             5              // Chief Skeleton Warrior
   125          16             30        15             31             5              // Chief Skeleton Warrior
   126          16             30        13             23             5              // Chief Skeleton Archer
   126          16             30        13             43             5              // Chief Skeleton Archer
   126          16             30        13             45             5              // Chief Skeleton Archer
   126          16             30        14             21             5              // Chief Skeleton Archer
   126          16             30        15             26             5              // Chief Skeleton Archer
   126          16             30        15             30             5              // Chief Skeleton Archer
   126          16             30        15             33             5              // Chief Skeleton Archer
   127          16             30        13             53             5              // Dark Skull Soldier
   127          16             30        13             57             5              // Dark Skull Soldier
   127          16             30        14             64             5              // Dark Skull Soldier
   127          16             30        14             67             5              // Dark Skull Soldier
   127          16             30        15             46             5              // Dark Skull Soldier
   127          16             30        15             60             5              // Dark Skull Soldier
   127          16             30        15             63             5              // Dark Skull Soldier
   127          16             30        15             65             5              // Dark Skull Soldier
   128          16             30        13             48             5              // Giant Ogre
   128          16             30        13             55             5              // Giant Ogre
   128          16             30        13             63             5              // Giant Ogre
   128          16             30        13             69             5              // Giant Ogre
   128          16             30        14             61             5              // Giant Ogre
   128          16             30        14             70             5              // Giant Ogre
   129          16             30        13             78             5              // Red Skeleton Knight
   129          16             30        14             36             5              // Red Skeleton Knight
   129          16             30        14             47             5              // Red Skeleton Knight
   129          16             30        14             54             5              // Red Skeleton Knight
   129          16             30        14             83             5              // Red Skeleton Knight
   129          16             30        15             68             5              // Red Skeleton Knight
   130          16             30        14             80             5              // Magic Skeleton
   130          16             30        16             87             5              // Magic Skeleton
   130          16             30        18             81             5              // Magic Skeleton
end


