0
//=============================================================================================================================
// NPC Location or Traps in City
//=============================================================================================================================
// Range:       [0~N]          [0~30]    [1~255]        [1~255]        [-1/0~8]
// Monster      MapNumber      Range     PositionX      PositionY      Direction      Comment
//=============================================================================================================================
   232          13             0         10             9              1              // Archangel
end


4
//=============================================================================================================================
// Monster Events
//=============================================================================================================================
// Range:       [0~N]          [0~30]     [1~255]        [1~255]        [-1/0~8]       [1~1000]
// Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
//=============================================================================================================================
   96           13             30        13             28             2              // Chief Skeleton Warrior
   96           13             30        13             35             2              // Chief Skeleton Warrior
   96           13             30        13             39             2              // Chief Skeleton Warrior
   96           13             30        14             24             2              // Chief Skeleton Warrior
   96           13             30        14             27             2              // Chief Skeleton Warrior
   96           13             30        14             34             2              // Chief Skeleton Warrior
   96           13             30        14             38             2              // Chief Skeleton Warrior
   96           13             30        15             31             2              // Chief Skeleton Warrior
   97           13             30        13             23             2              // Chief Skeleton Archer
   97           13             30        13             43             2              // Chief Skeleton Archer
   97           13             30        13             45             2              // Chief Skeleton Archer
   97           13             30        14             21             2              // Chief Skeleton Archer
   97           13             30        15             26             2              // Chief Skeleton Archer
   97           13             30        15             39             2              // Chief Skeleton Archer
   97           13             30        15             43             2              // Chief Skeleton Archer
   98           13             30        13             53             2              // Dark Skull Soldier
   98           13             30        13             57             2              // Dark Skull Soldier
   98           13             30        13             65             2              // Dark Skull Soldier
   98           13             30        13             67             2              // Dark Skull Soldier
   98           13             30        14             64             2              // Dark Skull Soldier
   98           13             30        14             67             2              // Dark Skull Soldier
   98           13             30        15             46             2              // Dark Skull Soldier
   98           13             30        15             53             2              // Dark Skull Soldier
   98           13             30        15             60             2              // Dark Skull Soldier
   98           13             30        15             63             2              // Dark Skull Soldier
   98           13             30        15             65             2              // Dark Skull Soldier
   99           13             30        13             48             2              // Giant Ogre
   99           13             30        13             63             2              // Giant Ogre
   99           13             30        13             69             2              // Giant Ogre
   99           13             30        14             56             2              // Giant Ogre
   99           13             30        14             70             2              // Giant Ogre
   111          13             30        13             78             2              // Red Skeleton Knight
   111          13             30        14             36             2              // Red Skeleton Knight
   111          13             30        14             47             2              // Red Skeleton Knight
   111          13             30        14             54             2              // Red Skeleton Knight
   111          13             30        14             78             2              // Red Skeleton Knight
   111          13             30        14             83             2              // Red Skeleton Knight
   111          13             30        15             68             2              // Red Skeleton Knight
   112          13             30        12             81             2              // Magic Skeleton
   112          13             30        13             85             2              // Magic Skeleton
   112          13             30        13             88             2              // Magic Skeleton
   112          13             30        16             87             2              // Magic Skeleton
end


