0
//==============================================================================================================================
// See in https://www.youtube.com/watch?v=iV_bah59Ahk
//==============================================================================================================================
// Main Configuration
//==============================================================================================================================
// DropZen         : Amount of zen that will be dropped, if item drop fails.
// ItemDropRate    : Item drop success rate, x/100.
// SetItemDropRate : Ancient item drop rate, x/10000.
// ItemDropType    : 0 = fixed option values.
//                   1 = random option values.
// Fireworks       : 0 = Fireworks effect disabled.
//                   1 = Fireworks effect enabled.
// DropInventory   : 0 = Drop Underground.
//                   1 = Add item directly in the inventory.
//==============================================================================================================================
// EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks   DropInventory
//==============================================================================================================================
   "Selupan"              100000    100            6               4000              0              0           0
end

1
//=========================================================================================================
// Item Configuration
//=========================================================================================================
// Skill     : 0 = Skill disabled.
//             1 = Skill enabled.
// Luck      : 0 = Luck disabled.
//             1 = Luck enabled.
//=========================================================================================================
// Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent   Comment
//=========================================================================================================
   5         8      0          0          1       0      1        2           // 
   5         9      0          0          1       0      1        2           // 
   0         13     0          0          1       0      1        2           // 
   0         16     0          0          1       0      1        2           // 
   0         31     0          0          1       0      1        2           // 
   2         7      0          0          1       0      1        2           // 
   2         9      0          0          1       0      1        2           // 
   2         10     0          0          1       0      1        2           // 
   2         11     0          0          1       0      1        2           // 
   3         10     0          0          1       0      1        2           // 
   4         16     0          0          1       0      1        2           // 
   4         17     0          0          1       0      1        2           // 
   4         9      0          0          1       0      1        2           // 
   4         14     0          0          1       0      1        2           // 
   4         16     0          0          1       0      1        2           // 
   5         5      0          0          0       0      1        2           // 
   5         6      0          0          0       0      1        2           // 
   5         16     0          0          0       0      1        2           // 
   5         21     0          0          1       0      1        2           // 
   7         34     0          0          0       0      1        2           // 
   8         34     0          0          0       0      1        2           // 
   9         34     0          0          0       0      1        3           // 
   10        34     0          0          0       0      1        3           // 
   11        34     0          0          0       0      1        3           // 
   7         35     0          0          0       0      1        3           // 
   8         35     0          0          0       0      1        3           // 
   9         35     0          0          0       0      1        3           // 
   10        35     0          0          0       0      1        3           // 
   11        35     0          0          0       0      1        3           // 
   7         36     0          0          0       0      1        3           // 
   8         36     0          0          0       0      1        3           // 
   9         36     0          0          0       0      1        3           // 
   10        36     0          0          0       0      1        2           // 
   11        36     0          0          0       0      1        2           // 
   8         37     0          0          0       0      1        2           // 
   9         37     0          0          0       0      1        2           // 
   10        37     0          0          0       0      1        2           // 
   11        37     0          0          0       0      1        2           // 
   7         38     0          0          0       0      1        2           // 
   8         38     0          0          0       0      1        2           // 
   9         38     0          0          0       0      1        2           // 
   10        38     0          0          0       0      1        2           // 
   11        38     0          0          0       0      1        2           // 
   6         13     0          0          1       0      1        3           // 
   6         14     0          0          1       0      1        3           // 
   6         16     0          0          1       0      1        3           // 
end

2
//====================================================================================================================================
// Extended Item Configuration (OPTIONAL)
//====================================================================================================================================
// Skill        : 0 = Skill disabled.
//                1 = Skill enabled.
// Luck         : 0 = Luck disabled.
//                1 = Luck enabled.
// SetOption    : 0 = Disabled.
//                1 = First set option.
//                2 = Second set option.
//                3 = First or second set option. Adds to the value.
//                4 = To give the item +5 stats.
//                8 = To give +10 stats.
// SocketOption : Socket free slot count.
//====================================================================================================================================
// Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent   SetOption   SocketOption   Comment
//====================================================================================================================================
   0         26     3          5          1       1      1        2           0           1              // 
   0         27     3          5          1       1      1        2           0           1              // 
   0         28     3          5          1       1      1        2           0           1              // 
   2         16     3          5          1       1      1        2           0           1              // 
   2         17     3          5          1       1      1        2           0           1              // 
   4         23     3          5          1       1      1        2           0           1              // 
   5         30     3          5          0       1      1        2           0           1              // 
   5         31     3          5          0       1      1        2           0           1              // 
   5         32     3          5          0       1      1        2           0           1              // 
   6         17     3          5          1       1      1        2           0           1              // 
   6         18     3          5          1       1      1        2           0           1              // 
   6         19     3          5          1       1      1        2           0           1              // 
   6         20     3          5          1       1      1        2           0           1              // 
   7         45     3          5          0       1      1        2           0           1              // 
   7         46     3          5          0       1      1        2           0           1              // 
   7         49     3          5          0       1      1        2           0           1              // 
   7         50     3          5          0       1      1        2           0           1              // 
   7         51     3          5          0       1      1        2           0           1              // 
   7         52     3          5          0       1      1        2           0           1              // 
   7         53     3          5          0       1      1        2           0           1              // 
   8         45     3          5          0       1      1        2           0           1              // 
   8         46     3          5          0       1      1        2           0           1              // 
   8         47     3          5          0       1      1        2           0           1              // 
   8         48     3          5          0       1      1        2           0           1              // 
   8         49     3          5          0       1      1        2           0           1              // 
   8         50     3          5          0       1      1        2           0           1              // 
   8         51     3          5          0       1      1        2           0           1              // 
   8         52     3          5          0       1      1        2           0           1              // 
   8         53     3          5          0       1      1        2           0           1              // 
   9         45     3          5          0       1      1        2           0           1              // 
   9         46     3          5          0       1      1        2           0           1              // 
   9         47     3          5          0       1      1        2           0           1              // 
   9         48     3          5          0       1      1        2           0           1              // 
   9         49     3          5          0       1      1        2           0           1              // 
   9         50     3          5          0       1      1        2           0           1              // 
   9         51     3          5          0       1      1        2           0           1              // 
   9         52     3          5          0       1      1        2           0           1              // 
   9         53     3          5          0       1      1        2           0           1              // 
   10        45     3          5          0       1      1        2           0           1              // 
   10        46     3          5          0       1      1        2           0           1              // 
   10        47     3          5          0       1      1        2           0           1              // 
   10        48     3          5          0       1      1        2           0           1              // 
   10        49     3          5          0       1      1        2           0           1              // 
   10        50     3          5          0       1      1        2           0           1              // 
   10        51     3          5          0       1      1        2           0           1              // 
   10        52     3          5          0       1      1        2           0           1              // 
   10        53     3          5          0       1      1        2           0           1              // 
   11        45     3          5          0       1      1        2           0           1              // 
   11        46     3          5          0       1      1        2           0           1              // 
   11        47     3          5          0       1      1        2           0           1              // 
   11        48     3          5          0       1      1        2           0           1              // 
   11        49     3          5          0       1      1        2           0           1              // 
   11        50     3          5          0       1      1        2           0           1              // 
   11        51     3          5          0       1      1        2           0           1              // 
   11        52     3          5          0       1      1        2           0           1              // 
   11        53     3          5          0       1      1        2           0           1              // 
   12        71     0          0          0       0      0        2           0           1              // 
   12        72     0          0          0       0      0        2           0           1              // 
end

